Participant;Item;Item_Type;Correct_Response;Part_Response;RT_ms;Condition;Response
LI09;lochten;non-word;non-word;non-word;416,305;ie;correct
FO97;damen;non-word;non-word;word;416,32;ie;incorrect
MR77;afscheek;non-word;non-word;non-word;416,405;ie;correct
PU79;afscheek;non-word;non-word;non-word;416,45;i;correct
CX10;klort;non-word;non-word;non-word;416,465;ie;correct
BD00;lop;non-word;non-word;non-word;416,48;ie;correct
BP76;aven;non-word;non-word;non-word;416,5000001;i;correct
GR22;drokken;non-word;non-word;non-word;416,53;i;correct
NF64;baaks;non-word;non-word;non-word;416,885;i;correct
TR42;nocht;non-word;non-word;non-word;416,97;i;correct
BU54;smaren;non-word;non-word;non-word;417;i;correct
MF86;geroom;non-word;non-word;non-word;417,1150001;i;correct
GR22;bebot;non-word;non-word;non-word;417,13;i;correct
NU88;morter;non-word;non-word;non-word;417,18;ie;correct
MU11;okte;non-word;non-word;non-word;417,255;i;correct
UI57;stolm;non-word;non-word;non-word;417,265;i;correct
NN33;stolm;non-word;non-word;non-word;417,3;ie;correct
GJ73;rons;non-word;non-word;non-word;417,42;i;correct
FG25;slogen;non-word;non-word;non-word;417,435;i;correct
MX89;kang;non-word;non-word;non-word;417,465;i;correct
MU27;pops;non-word;non-word;non-word;417,47;ie;correct
TX60;wopen;non-word;non-word;non-word;417,5650002;i;correct
BJ47;dodel;non-word;non-word;non-word;417,76;i;correct
BC71;kraden;non-word;non-word;non-word;417,92;ie;correct
FO97;naafs;non-word;non-word;non-word;417,96;ie;correct
CU89;aanbag;non-word;non-word;non-word;417,98;ie;correct
MN63;boors;non-word;non-word;non-word;418;ie;correct
SN78;schaag;non-word;non-word;non-word;418;i;correct
BF11;armel;non-word;non-word;non-word;418,0299999;ie;correct
QX97;roog;non-word;non-word;non-word;418,1;ie;correct
IU89 ;tort;non-word;non-word;non-word;418,15;i;correct
NX04 ;malken;non-word;non-word;word;418,165;i;incorrect
FO97;bromen;non-word;non-word;word;418,175;ie;incorrect
DT70;boors;non-word;non-word;non-word;418,1799998;ie;correct
LE65;haap;non-word;non-word;non-word;418,2;ie;correct
TF36;wost;non-word;non-word;non-word;418,225;i;correct
BU67;vertaag;non-word;non-word;non-word;418,235;i;correct
TR42;bromen;non-word;non-word;non-word;418,25;i;correct
FX75;morter;non-word;non-word;non-word;418,62;i;correct
KF77;schaas;non-word;non-word;non-word;418,63;i;correct
TX60;plap;non-word;non-word;non-word;418,7500002;i;correct
NN37;wost;non-word;non-word;non-word;418,78;ie;correct
DX27;gacht;non-word;non-word;word;418,81;i;incorrect
LI09;krokkel;non-word;non-word;non-word;418,915;ie;correct
DE53;sanen;non-word;non-word;non-word;418,98;i;correct
CX10;klamer;non-word;non-word;non-word;418,985;ie;correct
EE40;zoren;non-word;non-word;word;418,985;ie;incorrect
MN63;vaden;non-word;non-word;non-word;419;ie;correct
SN78;gebocht;non-word;non-word;non-word;419;i;correct
NN37;zals;non-word;non-word;non-word;419,09;ie;correct
BD54;raafde;non-word;non-word;non-word;419,135;ie;correct
JD97;waars;non-word;non-word;non-word;419,3149999;i;correct
MU11;schoom;non-word;non-word;non-word;419,335;i;correct
TF36;lamper;non-word;non-word;non-word;419,41;i;correct
NX92;bopel;non-word;non-word;non-word;419,4100001;i;correct
GX23;aanbol;non-word;non-word;non-word;419,5;ie;correct
QX97;dodel;non-word;non-word;non-word;419,53;ie;correct
BT89;ganger;non-word;non-word;non-word;419,575;ie;correct
FO47;aanbag;non-word;non-word;non-word;419,745;i;correct
MU75;mogens;non-word;non-word;non-word;419,84;ie;correct
LM62;lop;non-word;non-word;non-word;419,855;i;correct
DV10;vool;non-word;non-word;non-word;419,92;i;correct
MT15;slogen;non-word;non-word;non-word;420,005;i;correct
NX92;mang;non-word;non-word;non-word;420,07;i;correct
TR42;baam;non-word;non-word;word;420,255;i;incorrect
QX97;oolde;non-word;non-word;non-word;420,4;ie;correct
FI03;slogen;non-word;non-word;word;420,505;i;incorrect
FF38;boors;non-word;non-word;non-word;420,52;ie;correct
GF66;voolt;non-word;non-word;non-word;420,54;ie;correct
BF11;bool;non-word;non-word;non-word;420,61;ie;correct
TX60;boors;non-word;non-word;non-word;420,68;i;correct
NR34;tattig;non-word;non-word;non-word;420,7;i;correct
FI42;ganger;non-word;non-word;non-word;420,81;ie;correct
GT29;krankt;non-word;non-word;non-word;420,86;ie;correct
MN63;krokkel;non-word;non-word;non-word;421;ie;correct
FI03;votten;non-word;non-word;non-word;421,025;i;correct
KF97;drokken;non-word;non-word;non-word;421,335;ie;correct
QX03;vaden;non-word;non-word;non-word;421,49;i;correct
CX10;nonzig;non-word;non-word;non-word;421,53;ie;correct
FO47;spaag;non-word;non-word;non-word;421,585;i;correct
EE40;nocht;non-word;non-word;non-word;421,595;ie;correct
FU25;nonzig;non-word;non-word;non-word;421,73;i;correct
GT29;ootheid;non-word;non-word;word;421,735;ie;incorrect
NX04 ;lochten;non-word;non-word;non-word;421,76;i;correct
FO97;gonnen;non-word;non-word;word;421,845;ie;incorrect
QX97;vorn;non-word;non-word;non-word;422,245;ie;correct
BD00;voolt;non-word;non-word;non-word;422,48;ie;correct
FU25;wost;non-word;non-word;non-word;422,555;i;correct
KF97;nonzig;non-word;non-word;non-word;422,64;ie;correct
MU11;kraden;non-word;non-word;non-word;422,725;i;correct
CP39;tattig;non-word;non-word;non-word;422,8150002;i;correct
TF36;mang;non-word;non-word;non-word;422,835;i;correct
BU54;nonzig;non-word;non-word;non-word;423;i;correct
NN37;geroom;non-word;non-word;non-word;423,055;ie;correct
UN16;schaas;non-word;non-word;non-word;423,095;i;correct
FX81;vorn;non-word;non-word;non-word;423,125;ie;correct
FI42;drokken;non-word;non-word;non-word;423,215;ie;correct
UI57;baarzel;non-word;non-word;non-word;423,245;i;correct
BU67;aven;non-word;non-word;non-word;423,26;i;correct
FG25;spaag;non-word;non-word;non-word;423,285;i;correct
JU99;gacht;non-word;non-word;non-word;423,4150001;i;correct
FO97;sotus;non-word;non-word;non-word;423,425;ie;correct
UN16;vorn;non-word;non-word;word;423,5299998;i;incorrect
CF70;kang;non-word;non-word;non-word;423,55;ie;correct
FD05;kraden;non-word;non-word;non-word;423,56;ie;correct
FI17;kang;non-word;non-word;non-word;423,575;i;correct
MD88;verbool;non-word;non-word;non-word;423,635;ie;correct
GX23;voormaal;non-word;non-word;non-word;423,655;ie;correct
KF97;schaas;non-word;non-word;non-word;423,795;ie;correct
MX80;raps;non-word;non-word;non-word;423,815;i;correct
TR42;baaks;non-word;non-word;non-word;423,96;i;correct
KF77;naafs;non-word;non-word;non-word;423,9949998;i;correct
MN63;warken;non-word;non-word;non-word;424;ie;correct
GX23;galzen;non-word;non-word;non-word;424,045;ie;correct
BT89;mang;non-word;non-word;word;424,05;ie;incorrect
IU89 ;klort;non-word;non-word;non-word;424,07;i;correct
KF97;naafs;non-word;non-word;non-word;424,125;ie;correct
EE40;afscheek;non-word;non-word;non-word;424,14;ie;correct
NX81;vool;non-word;non-word;non-word;424,205;i;correct
GR22;bool;non-word;non-word;non-word;424,22;i;correct
HO46;voormaal;non-word;non-word;non-word;424,23;ie;correct
GX23;boors;non-word;non-word;non-word;424,265;ie;correct
BC71;bool;non-word;non-word;non-word;424,755;ie;correct
IQ93;nonzig;non-word;non-word;non-word;424,765;ie;correct
FO97;wopen;non-word;non-word;non-word;424,87;ie;correct
MX80;geband;non-word;non-word;non-word;424,915;i;correct
MD88;afscheek;non-word;non-word;non-word;424,92;ie;correct
UN16;klort;non-word;non-word;non-word;424,96;i;correct
EE40;wopen;non-word;non-word;non-word;424,985;ie;correct
DE53;geband;non-word;non-word;non-word;425,055;i;correct
FU25;ploog;non-word;non-word;non-word;425,06;i;correct
FU25;vogen;non-word;non-word;non-word;425,21;i;correct
NU88;drokken;non-word;non-word;non-word;425,22;ie;correct
GT29;dast;non-word;non-word;non-word;425,28;ie;correct
QX03;lanker;non-word;non-word;non-word;425,35;i;correct
JD97;krokkel;non-word;non-word;non-word;425,62;i;correct
DF25;oolde;non-word;non-word;non-word;425,66;i;correct
BT89;raafde;non-word;non-word;word;425,68;ie;incorrect
FO97;gebacht;non-word;non-word;non-word;425,91;ie;correct
MU75;waars;non-word;non-word;non-word;425,915;ie;correct
NX04 ;pops;non-word;non-word;non-word;425,925;i;correct
QX03;lard;non-word;non-word;non-word;425,995;i;correct
BU54;tattig;non-word;non-word;non-word;426;i;correct
UI57;broon;non-word;non-word;non-word;426,145;i;correct
LM62;waars;non-word;non-word;non-word;426,17;i;correct
OV64;nocht;non-word;non-word;word;426,215;ie;incorrect
FG25;klamer;non-word;non-word;non-word;426,22;i;correct
FO97;geband;non-word;non-word;non-word;426,25;ie;correct
MU11;lard;non-word;non-word;non-word;426,255;i;correct
QX03;baaks;non-word;non-word;non-word;426,285;i;correct
BP76;voolt;non-word;non-word;non-word;426,325;i;correct
DT70;mang;non-word;non-word;word;426,3600002;ie;incorrect
LM62;haap;non-word;non-word;non-word;426,37;i;correct
MR77;aanbol;non-word;non-word;non-word;426,42;ie;correct
QX64;zook;non-word;non-word;non-word;426,45;ie;correct
FX81;nocht;non-word;non-word;non-word;426,465;ie;correct
FI17;lop;non-word;non-word;non-word;426,725;i;correct
LI09;ootheid;non-word;non-word;word;426,755;ie;incorrect
BC71;vorn;non-word;non-word;word;426,78;ie;incorrect
KF72;schoom;non-word;non-word;non-word;426,785;i;correct
UI57;schaag;non-word;non-word;word;426,8;i;incorrect
MN63;afscheek;non-word;non-word;non-word;427;ie;correct
KF72;schaag;non-word;non-word;word;427,15;i;incorrect
JD97;sanen;non-word;non-word;non-word;427,2500001;i;correct
TR42;famen;non-word;non-word;non-word;427,285;i;correct
FO47;famen;non-word;non-word;non-word;427,34;i;correct
EE40;votten;non-word;non-word;non-word;427,345;ie;correct
QX97;raps;non-word;non-word;non-word;427,415;ie;correct
GT29;raafde;non-word;non-word;non-word;427,44;ie;correct
SV59;haap;non-word;non-word;non-word;427,515;ie;correct
MU75;schaag;non-word;non-word;non-word;427,635;ie;correct
UI57;afscheek;non-word;non-word;non-word;427,66;i;correct
BH43;malken;non-word;non-word;non-word;427,73;i;correct
DE18;gacht;non-word;non-word;word;427,73;ie;incorrect
HO46;waars;non-word;non-word;non-word;427,84;ie;correct
NN37;bromen;non-word;non-word;non-word;427,915;ie;correct
FX81;voormaal;non-word;non-word;word;427,965;ie;incorrect
ND78;ootheid;non-word;non-word;non-word;428;i;correct
LI09;baaks;non-word;non-word;non-word;428,02;ie;correct
LM62;broon;non-word;non-word;non-word;428,195;i;correct
BD54;zolden;non-word;non-word;word;428,23;ie;incorrect
LE65;lochten;non-word;non-word;non-word;428,235;ie;correct
FD05;lanker;non-word;non-word;non-word;428,39;ie;correct
MX89;spaag;non-word;non-word;word;428,395;i;incorrect
NF91;verbool;non-word;non-word;non-word;428,475;ie;correct
BD00;grons;non-word;non-word;non-word;428,495;ie;correct
NX04 ;dodel;non-word;non-word;non-word;428,53;i;correct
MU11;mogens;non-word;non-word;non-word;428,565;i;correct
GR22;haap;non-word;non-word;non-word;428,665;i;correct
LM62;klamer;non-word;non-word;non-word;428,75;i;correct
PU79;slogen;non-word;non-word;non-word;428,77;i;correct
JD97;vlaar;non-word;non-word;non-word;428,7899999;i;correct
EE40;baarzel;non-word;non-word;non-word;428,795;ie;correct
MT15;pops;non-word;non-word;non-word;428,82;i;correct
KE71;voormaal;non-word;non-word;word;428,855;ie;incorrect
MD88;aanbol;non-word;non-word;non-word;428,95;ie;correct
UI57;mang;non-word;non-word;word;429,015;i;incorrect
IU89 ;mokker;non-word;non-word;non-word;429,0449999;i;correct
QX97;lamper;non-word;non-word;non-word;429,14;ie;correct
MD88;krankt;non-word;non-word;non-word;429,21;ie;correct
IQ93;spaag;non-word;non-word;non-word;429,23;ie;correct
MU11;haap;non-word;non-word;non-word;429,245;i;correct
MF96;ganger;non-word;non-word;non-word;429,25;i;correct
BH43;gebacht;non-word;non-word;non-word;429,28;i;correct
GT29;balten;non-word;non-word;word;429,29;ie;incorrect
BD54;grons;non-word;non-word;non-word;429,37;ie;correct
LM62;rons;non-word;non-word;non-word;429,4;i;correct
UN16;zook;non-word;non-word;non-word;429,455;i;correct
UI57;pops;non-word;non-word;non-word;429,655;i;correct
JD97;lard;non-word;non-word;non-word;429,745;i;correct
TY61;dodel;non-word;non-word;non-word;429,915;i;correct
TR42;geband;non-word;non-word;non-word;429,99;i;correct
TR42;raafde;non-word;non-word;non-word;430,02;i;correct
MU11;warken;non-word;non-word;non-word;430,14;i;correct
KE71;voolt;non-word;non-word;non-word;430,215;ie;correct
MH99;rons;non-word;non-word;non-word;430,3100001;i;correct
FO97;maags;non-word;non-word;non-word;430,32;ie;correct
KF97;nocht;non-word;non-word;non-word;430,37;ie;correct
NR34;kraden;non-word;non-word;non-word;430,38;i;correct
MH99;spaag;non-word;non-word;word;430,4899999;i;incorrect
MF88;baaks;non-word;non-word;non-word;430,5;i;correct
MD88;schaag;non-word;non-word;non-word;430,51;ie;correct
LE65;malken;non-word;non-word;word;430,865;ie;incorrect
IU89 ;haden;non-word;non-word;non-word;431,0000001;i;correct
BJ47;grons;non-word;non-word;non-word;431,19;i;correct
BT89;schaas;non-word;non-word;non-word;431,3;ie;correct
CP39;galzen;non-word;non-word;non-word;431,3300001;i;correct
CU89;lanker;non-word;non-word;non-word;431,38;ie;correct
BC71;bromen;non-word;non-word;non-word;431,605;ie;correct
FG25;smaren;non-word;non-word;non-word;431,62;i;correct
GX23;ganger;non-word;non-word;non-word;431,655;ie;correct
MT15;oolde;non-word;non-word;non-word;431,74;i;correct
CF70;sanen;non-word;non-word;non-word;431,945;ie;correct
GX23;vertaag;non-word;non-word;non-word;431,95;ie;correct
SN78;sponen;non-word;non-word;non-word;432;i;correct
QX64;lard;non-word;non-word;non-word;432,13;ie;correct
XX28;mogens;non-word;non-word;non-word;432,34;i;correct
BF11;trak;non-word;non-word;non-word;432,3549999;ie;correct
GR22;lop;non-word;non-word;non-word;432,435;i;correct
MX89;mogens;non-word;non-word;non-word;432,48;i;correct
LO27;voolt;non-word;non-word;non-word;432,5300001;i;correct
SF29;klamer;non-word;non-word;non-word;432,57;i;correct
OV64;baaks;non-word;non-word;non-word;432,6299999;ie;correct
EE40;oolde;non-word;non-word;non-word;432,72;ie;correct
DX78;wost;non-word;non-word;non-word;432,755;ie;correct
BP76;klort;non-word;non-word;non-word;432,79;i;correct
BT89;wost;non-word;non-word;non-word;432,885;ie;correct
XX28;geroom;non-word;non-word;non-word;433,06;i;correct
IJ89;raafde;non-word;non-word;non-word;433,08;i;correct
LX84;zolden;non-word;non-word;non-word;433,11;i;correct
MX89;haden;non-word;non-word;non-word;433,19;i;correct
PU79;schoom;non-word;non-word;non-word;433,2099999;i;correct
GR22;voormaal;non-word;non-word;non-word;433,285;i;correct
PU79;vorn;non-word;non-word;word;433,295;i;incorrect
GR22;trak;non-word;non-word;non-word;433,38;i;correct
FF20;damen;non-word;non-word;word;433,55;ie;incorrect
UN16;armel;non-word;non-word;non-word;433,5700003;i;correct
CU89;warken;non-word;non-word;non-word;433,72;ie;correct
BF11;waars;non-word;non-word;non-word;433,825;ie;correct
BJ47;mokker;non-word;non-word;word;433,87;i;incorrect
DT70;balten;non-word;non-word;non-word;433,955;ie;correct
MN63;gebocht;non-word;non-word;non-word;434;ie;correct
MF86;kraden;non-word;non-word;non-word;434,14;i;correct
UI57;naafs;non-word;non-word;non-word;434,245;i;correct
DX27;lamper;non-word;non-word;non-word;434,3;i;correct
GF66;zomel;non-word;non-word;non-word;434,325;ie;correct
UN16;gebocht;non-word;non-word;non-word;434,5200001;i;correct
BF11;voolt;non-word;non-word;non-word;434,685;ie;correct
MU11;vorn;non-word;non-word;word;434,725;i;incorrect
LE65;toonzen;non-word;non-word;non-word;434,935;ie;correct
MN63;votten;non-word;non-word;non-word;435;ie;correct
FD05;gebacht;non-word;non-word;non-word;435,04;ie;correct
UU48;votten;non-word;non-word;non-word;435,15;ie;correct
UN16;naafs;non-word;non-word;non-word;435,2350002;i;correct
QX97;boors;non-word;non-word;non-word;435,24;ie;correct
BF11;hank;non-word;non-word;non-word;435,3850001;ie;correct
SV59;lamper;non-word;non-word;non-word;435,445;ie;correct
MT15;krankt;non-word;non-word;non-word;435,495;i;correct
FO97;krankt;non-word;non-word;non-word;435,625;ie;correct
BU67;haden;non-word;non-word;non-word;435,7;i;correct
KF97;stolm;non-word;non-word;non-word;435,725;ie;correct
FG25;kang;non-word;non-word;non-word;435,885;i;correct
DE18;klort;non-word;non-word;non-word;435,94;ie;correct
NR34;gebocht;non-word;non-word;non-word;436,05;i;correct
GJ73;fraal;non-word;non-word;non-word;436,09;i;correct
LI09;lamper;non-word;non-word;non-word;436,13;ie;correct
DF25;haden;non-word;non-word;non-word;436,295;i;correct
MH99;vorn;non-word;non-word;word;436,3050001;i;incorrect
NX04 ;bopel;non-word;non-word;non-word;436,365;i;correct
LM62;haden;non-word;non-word;non-word;436,405;i;correct
MF96;bromen;non-word;non-word;non-word;436,435;i;correct
MF86;zals;non-word;non-word;non-word;436,4649998;i;correct
BP76;lard;non-word;non-word;non-word;436,515;i;correct
NU88;stolm;non-word;non-word;non-word;436,555;ie;correct
TR42;bloffen;non-word;non-word;non-word;436,765;i;correct
QX03;verbool;non-word;non-word;non-word;437,12;i;correct
MD88;geroom;non-word;non-word;non-word;437,15;ie;correct
TY61;vool;non-word;non-word;word;437,435;i;incorrect
TR42;trak;non-word;non-word;non-word;437,49;i;correct
MU11;ootheid;non-word;non-word;non-word;437,655;i;correct
MX80;okte;non-word;non-word;non-word;437,81;i;correct
MX80;spaag;non-word;non-word;non-word;437,825;i;correct
LX84;ganger;non-word;non-word;non-word;437,865;i;correct
SN78;gonnen;non-word;non-word;non-word;438;i;correct
JU99;zolden;non-word;non-word;non-word;438,0999999;i;correct
GJ73;votten;non-word;non-word;non-word;438,145;i;correct
FF38;pansen;non-word;non-word;non-word;438,2;ie;correct
FO47;lamper;non-word;non-word;non-word;438,245;i;correct
NX81;slogen;non-word;non-word;non-word;438,245;i;correct
DX27;geband;non-word;non-word;non-word;438,26;i;correct
LI09;fraal;non-word;non-word;non-word;438,38;ie;correct
