Participant;Item;Item_Type;Correct_Response;Part_Response;RT_ms;Condition;Response
MX80;diefstal;target_word_ie;word;word;395,005;i;correct
FU25;schieten;target_word_ie;word;word;395,445;i;correct
IJ89;schieten;target_word_ie;word;word;395,625;i;correct
QX97;diefstal;target_word_ie;word;word;395,79;ie;correct
HO46;uniek;target_word_ie;word;word;396,845;ie;correct
LI09;priester;target_word_ie;word;word;397,11;ie;correct
TX60;liefde;target_word_ie;word;word;397,3500002;i;correct
UI57;vliegen;target_word_ie;word;word;397,385;i;correct
GJ73;diefstal;target_word_ie;word;word;397,69;i;correct
MX80;actief;target_word_ie;word;word;397,805;i;correct
MR77;spiegel;target_word_ie;word;non-word;397,9;ie;incorrect
UU48;visum;target_word_ie;word;word;398,495;ie;correct
IU15;knie;target_word_ie;word;word;398,605;ie;correct
XX28;brief;target_word_ie;word;word;400,27;i;correct
FO47;brief;target_word_ie;word;word;400,72;i;correct
QX64;zielig;target_word_ie;word;word;401,18;ie;correct
DE18;diefstal;target_word_ie;word;word;401,63;ie;correct
QX97;vliegen;target_word_ie;word;word;401,685;ie;correct
GR22;liever;target_word_ie;word;word;401,725;i;correct
QX64;actief;target_word_ie;word;word;401,945;ie;correct
GJ73;ziek;target_word_ie;word;word;402,76;i;correct
QX03;schieten;target_word_ie;word;word;402,885;i;correct
ND78;actief;target_word_ie;word;word;403;i;correct
BC71;techniek;target_word_ie;word;non-word;403,615;ie;incorrect
DV10;spiegel;target_word_ie;word;word;403,83;i;correct
DF25;knie;target_word_ie;word;word;405,125;i;correct
OV64;verlies;target_word_ie;word;word;405,4100001;ie;correct
QX03;knie;target_word_ie;word;word;405,55;i;correct
BC71;dienst;target_word_ie;word;non-word;405,595;ie;incorrect
MX80;uniek;target_word_ie;word;word;405,66;i;correct
MX89;spiegel;target_word_ie;word;word;405,89;i;correct
LM62;knie;target_word_ie;word;word;405,95;i;correct
PU79;advies;target_word_ie;word;word;406,565;i;correct
MD88;diefstal;target_word_ie;word;word;406,705;ie;correct
JD97;brief;target_word_ie;word;word;406,785;i;correct
UU48;diefstal;target_word_ie;word;word;407,11;ie;correct
FO47;vliegen;target_word_ie;word;word;407,255;i;correct
HO46;liefde;target_word_ie;word;word;407,625;ie;correct
LE65;uniek;target_word_ie;word;word;408,2599999;ie;correct
SV59;actief;target_word_ie;word;word;409,005;ie;correct
MH99;techniek;target_word_ie;word;word;409,2549999;i;correct
UI57;visum;target_word_ie;word;word;409,935;i;correct
LI09;knie;target_word_ie;word;word;410,575;ie;correct
LI09;verlies;target_word_ie;word;word;410,845;ie;correct
BD54;ziek;target_word_ie;word;non-word;411,3949999;ie;incorrect
MX89;techniek;target_word_ie;word;word;411,475;i;correct
FD05;spiegel;target_word_ie;word;word;411,795;ie;correct
CF70;priester;target_word_ie;word;word;411,905;ie;correct
BP76;zielig;target_word_ie;word;word;412;i;correct
GT29;schieten;target_word_ie;word;word;412,11;ie;correct
IJ89;titel;target_word_ie;word;word;412,1900001;i;correct
IJ89;actief;target_word_ie;word;word;412,295;i;correct
DT70;actief;target_word_ie;word;word;412,6600001;ie;correct
MN63;dienst;target_word_ie;word;non-word;413;ie;incorrect
FO47;liever;target_word_ie;word;non-word;413,015;i;incorrect
TX60;vliegen;target_word_ie;word;word;413,1800001;i;correct
LI09;titel;target_word_ie;word;non-word;413,44;ie;incorrect
GJ73;uniek;target_word_ie;word;word;414,575;i;correct
BT89;techniek;target_word_ie;word;word;415,495;ie;correct
BC71;schieten;target_word_ie;word;word;415,605;ie;correct
NR34;fiets;target_word_ie;word;word;415,72;i;correct
UI57;verlies;target_word_ie;word;word;415,875;i;correct
NX81;diefstal;target_word_ie;word;word;415,945;i;correct
ND78;priester;target_word_ie;word;word;416;i;correct
HO46;visum;target_word_ie;word;non-word;416,01;ie;incorrect
DX27;ziek;target_word_ie;word;word;416,325;i;correct
OV64;fiets;target_word_ie;word;word;416,3250001;ie;correct
TX31;schieten;target_word_ie;word;word;416,46;i;correct
UN16;techniek;target_word_ie;word;word;417,1150001;i;correct
GJ73;dienst;target_word_ie;word;word;417,285;i;correct
KF77;visum;target_word_ie;word;word;417,3300001;i;correct
BP76;diefstal;target_word_ie;word;word;417,4299999;i;correct
TY61;dienst;target_word_ie;word;word;417,7;i;correct
GR22;spiegel;target_word_ie;word;word;417,965;i;correct
NR34;liefde;target_word_ie;word;word;419,31;i;correct
NR34;schieten;target_word_ie;word;word;419,43;i;correct
FO97;actief;target_word_ie;word;word;419,74;ie;correct
UN16;advies;target_word_ie;word;word;419,8500002;i;correct
KF97;techniek;target_word_ie;word;word;420,16;ie;correct
XX28;verlies;target_word_ie;word;word;420,21;i;correct
FD05;actief;target_word_ie;word;word;420,265;ie;correct
QX97;advies;target_word_ie;word;word;420,945;ie;correct
JD97;spiegel;target_word_ie;word;word;421,1149999;i;correct
NU88;schieten;target_word_ie;word;word;421,3;ie;correct
TF36;actief;target_word_ie;word;word;421,34;i;correct
OV64;zielig;target_word_ie;word;word;421,5600002;ie;correct
FU25;ziek;target_word_ie;word;word;422;i;correct
HO46;dienst;target_word_ie;word;word;422,435;ie;correct
TX31;uniek;target_word_ie;word;word;422,765;i;correct
FU25;knie;target_word_ie;word;word;423,01;i;correct
IU15;diefstal;target_word_ie;word;word;424;ie;correct
BT89;vliegen;target_word_ie;word;word;424,55;ie;correct
HO46;liever;target_word_ie;word;word;425,4599999;ie;correct
GJ73;actief;target_word_ie;word;word;426,29;i;correct
XX28;vliegen;target_word_ie;word;word;426,745;i;correct
BU67;diefstal;target_word_ie;word;word;426,885;i;correct
TR42;diefstal;target_word_ie;word;word;427,83;i;correct
DX78;visum;target_word_ie;word;non-word;428,955;ie;incorrect
BD00;verlies;target_word_ie;word;non-word;429,1299999;ie;incorrect
FX81;ziek;target_word_ie;word;non-word;429,615;ie;incorrect
ND78;spiegel;target_word_ie;word;word;430;i;correct
HO46;vliegen;target_word_ie;word;non-word;430,0050001;ie;incorrect
PU79;techniek;target_word_ie;word;non-word;430,0350001;i;incorrect
BH43;ziek;target_word_ie;word;word;430,11;i;correct
MD88;liever;target_word_ie;word;non-word;430,24;ie;incorrect
DX27;vliegen;target_word_ie;word;word;432,495;i;correct
NU88;vliegen;target_word_ie;word;word;432,565;ie;correct
BD54;zielig;target_word_ie;word;non-word;432,6450001;ie;incorrect
FO47;visum;target_word_ie;word;word;433,085;i;correct
MO41;schieten;target_word_ie;word;word;433,93;i;correct
CX10;advies;target_word_ie;word;word;433,975;ie;correct
NX04 ;liever;target_word_ie;word;non-word;434,055;i;incorrect
MO41;verlies;target_word_ie;word;word;434,17;i;correct
IU15;schieten;target_word_ie;word;non-word;434,895;ie;incorrect
ND78;dienst;target_word_ie;word;word;436;i;correct
CF70;vliegen;target_word_ie;word;non-word;436,36;ie;incorrect
CU89;schieten;target_word_ie;word;non-word;436,75;ie;incorrect
MD88;spiegel;target_word_ie;word;word;436,935;ie;correct
MN63;titel;target_word_ie;word;word;437;ie;correct
MR77;visum;target_word_ie;word;word;437,51;ie;correct
FO97;brief;target_word_ie;word;word;437,525;ie;correct
EE40;brief;target_word_ie;word;word;437,57;ie;correct
FI42;zielig;target_word_ie;word;word;437,785;ie;correct
SV59;titel;target_word_ie;word;non-word;439,09;ie;incorrect
LE65;brief;target_word_ie;word;word;439,3249999;ie;correct
LO27;techniek;target_word_ie;word;word;439,945;i;correct
NX04 ;ziek;target_word_ie;word;word;440,045;i;correct
UI57;liefde;target_word_ie;word;word;441,88;i;correct
BP76;liefde;target_word_ie;word;word;442,4599999;i;correct
PU79;verlies;target_word_ie;word;word;442,795;i;correct
CX10;zielig;target_word_ie;word;non-word;443,99;ie;incorrect
GR22;actief;target_word_ie;word;word;444,265;i;correct
MO41;diefstal;target_word_ie;word;word;444,33;i;correct
LO27;titel;target_word_ie;word;non-word;444,6;i;incorrect
BP76;verlies;target_word_ie;word;word;444,625;i;correct
NN33;knie;target_word_ie;word;non-word;444,78;ie;incorrect
FG25;dienst;target_word_ie;word;word;444,795;i;correct
NF91;knie;target_word_ie;word;word;445,3100001;ie;correct
CX10;titel;target_word_ie;word;non-word;446,015;ie;incorrect
NX04 ;brief;target_word_ie;word;word;446,465;i;correct
MF86;actief;target_word_ie;word;word;447,225;i;correct
OV64;titel;target_word_ie;word;word;447,4849999;ie;correct
TR42;advies;target_word_ie;word;word;447,61;i;correct
IU15;techniek;target_word_ie;word;non-word;447,73;ie;incorrect
MN63;verlies;target_word_ie;word;non-word;448;ie;incorrect
OV64;spiegel;target_word_ie;word;word;448,165;ie;correct
DF25;diefstal;target_word_ie;word;word;448,735;i;correct
QX64;techniek;target_word_ie;word;word;449,305;ie;correct
DV10;visum;target_word_ie;word;word;449,59;i;correct
GJ73;spiegel;target_word_ie;word;word;450,475;i;correct
UN16;verlies;target_word_ie;word;word;450,805;i;correct
JD97;liever;target_word_ie;word;word;450,905;i;correct
MD88;visum;target_word_ie;word;word;450,99;ie;correct
FX81;fiets;target_word_ie;word;word;451,06;ie;correct
PU79;dienst;target_word_ie;word;word;451,425;i;correct
KF97;knie;target_word_ie;word;non-word;452,475;ie;incorrect
UN16;knie;target_word_ie;word;word;453,7;i;correct
GR22;zielig;target_word_ie;word;word;453,745;i;correct
MO41;ziek;target_word_ie;word;word;455,495;i;correct
XX28;fiets;target_word_ie;word;word;455,685;i;correct
FO47;fiets;target_word_ie;word;word;457,83;i;correct
GR22;ziek;target_word_ie;word;word;457,84;i;correct
TX31;zielig;target_word_ie;word;word;458,215;i;correct
BP76;liever;target_word_ie;word;word;458,3300001;i;correct
KF97;schieten;target_word_ie;word;non-word;458,435;ie;incorrect
NX81;schieten;target_word_ie;word;word;458,54;i;correct
GJ73;priester;target_word_ie;word;word;459,015;i;correct
NF64;liever;target_word_ie;word;word;459,015;i;correct
NR34;zielig;target_word_ie;word;word;459,025;i;correct
MU75;knie;target_word_ie;word;non-word;459,165;ie;incorrect
OV64;liefde;target_word_ie;word;word;460,3900001;ie;correct
IU89 ;visum;target_word_ie;word;word;460,8199999;i;correct
IJ89;uniek;target_word_ie;word;word;461,26;i;correct
IJ89;visum;target_word_ie;word;word;462,9449999;i;correct
QX97;liever;target_word_ie;word;word;464,035;ie;correct
MX89;uniek;target_word_ie;word;word;464,42;i;correct
XX28;knie;target_word_ie;word;word;464,505;i;correct
MU27;visum;target_word_ie;word;word;465,1;ie;correct
MX80;knie;target_word_ie;word;word;465,265;i;correct
MU11;spiegel;target_word_ie;word;word;465,34;i;correct
DF25;advies;target_word_ie;word;word;465,615;i;correct
NX04 ;titel;target_word_ie;word;word;466,07;i;correct
LF24;fiets;target_word_ie;word;non-word;466,155;ie;incorrect
UI57;dienst;target_word_ie;word;word;466,23;i;correct
TF36;techniek;target_word_ie;word;word;466,76;i;correct
KF77;knie;target_word_ie;word;word;467,7500001;i;correct
IU15;actief;target_word_ie;word;word;467,915;ie;correct
CF47;visum;target_word_ie;word;word;468,19;i;correct
LM62;dienst;target_word_ie;word;word;468,84;i;correct
IQ93;advies;target_word_ie;word;word;469,13;ie;correct
FF38;zielig;target_word_ie;word;non-word;470,48;ie;incorrect
CP39;brief;target_word_ie;word;word;470,8749996;i;correct
FX81;priester;target_word_ie;word;word;470,89;ie;correct
CX10;schieten;target_word_ie;word;word;470,995;ie;correct
LF24;actief;target_word_ie;word;word;471,32;ie;correct
UN16;dienst;target_word_ie;word;word;471,5700001;i;correct
TX31;spiegel;target_word_ie;word;word;471,61;i;correct
CX10;knie;target_word_ie;word;non-word;471,91;ie;incorrect
QX64;spiegel;target_word_ie;word;word;472,605;ie;correct
FG25;liefde;target_word_ie;word;word;472,88;i;correct
GF66;knie;target_word_ie;word;non-word;473,25;ie;incorrect
DT70;schieten;target_word_ie;word;word;473,5050001;ie;correct
TR42;knie;target_word_ie;word;word;473,96;i;correct
NU88;dienst;target_word_ie;word;non-word;474,09;ie;incorrect
FF38;visum;target_word_ie;word;non-word;474,46;ie;incorrect
CU89;liefde;target_word_ie;word;word;474,575;ie;correct
FD05;liefde;target_word_ie;word;non-word;474,745;ie;incorrect
BC71;vliegen;target_word_ie;word;word;475,44;ie;correct
LI09;vliegen;target_word_ie;word;word;476,345;ie;correct
NX81;dienst;target_word_ie;word;word;476,595;i;correct
TR42;spiegel;target_word_ie;word;word;477,98;i;correct
OV64;visum;target_word_ie;word;word;478,69;ie;correct
DV10;titel;target_word_ie;word;word;479,7950001;i;correct
BT89;spiegel;target_word_ie;word;word;479,87;ie;correct
DE18;zielig;target_word_ie;word;non-word;479,99;ie;incorrect
BU54;visum;target_word_ie;word;word;480;i;correct
LM62;visum;target_word_ie;word;word;480,465;i;correct
DX27;liever;target_word_ie;word;word;480,915;i;correct
BF11;liever;target_word_ie;word;word;485,3249999;ie;correct
CU89;liever;target_word_ie;word;non-word;485,84;ie;incorrect
BU54;advies;target_word_ie;word;word;486;i;correct
DV10;priester;target_word_ie;word;word;487,52;i;correct
NF91;verlies;target_word_ie;word;word;487,8049998;ie;correct
MF96;diefstal;target_word_ie;word;word;489,89;i;correct
KF97;priester;target_word_ie;word;word;492,48;ie;correct
MR77;liefde;target_word_ie;word;non-word;493,36;ie;incorrect
OV64;liever;target_word_ie;word;word;494,5;ie;correct
KF97;vliegen;target_word_ie;word;non-word;495,85;ie;incorrect
LX84;advies;target_word_ie;word;word;495,92;i;correct
DF25;techniek;target_word_ie;word;word;496,115;i;correct
BD54;techniek;target_word_ie;word;non-word;496,5049999;ie;incorrect
BT89;dienst;target_word_ie;word;non-word;496,74;ie;incorrect
MN63;uniek;target_word_ie;word;non-word;497;ie;incorrect
MT15;dienst;target_word_ie;word;word;497,565;i;correct
MR77;zielig;target_word_ie;word;non-word;498,22;ie;incorrect
DX78;fiets;target_word_ie;word;word;503,52;ie;correct
MO41;advies;target_word_ie;word;word;504,945;i;correct
MX80;spiegel;target_word_ie;word;word;505,32;i;correct
UN16;ziek;target_word_ie;word;word;505,5550002;i;correct
BD54;visum;target_word_ie;word;word;506,935;ie;correct
BT89;knie;target_word_ie;word;word;507,115;ie;correct
NN37;actief;target_word_ie;word;word;507,865;ie;correct
QX64;priester;target_word_ie;word;word;508,3;ie;correct
FF20;fiets;target_word_ie;word;word;508,45;ie;correct
NR34;ziek;target_word_ie;word;word;509,06;i;correct
JU99;schieten;target_word_ie;word;word;509,8649999;i;correct
MN63;techniek;target_word_ie;word;word;510;ie;correct
BD54;dienst;target_word_ie;word;non-word;510,015;ie;incorrect
IJ89;ziek;target_word_ie;word;word;510,23;i;correct
BD00;diefstal;target_word_ie;word;non-word;511,57;ie;incorrect
OV64;knie;target_word_ie;word;word;512,195;ie;correct
QX97;liefde;target_word_ie;word;non-word;512,25;ie;incorrect
BD00;spiegel;target_word_ie;word;word;514,8100001;ie;correct
LE65;visum;target_word_ie;word;non-word;515,745;ie;incorrect
QX03;visum;target_word_ie;word;word;516,18;i;correct
CU89;verlies;target_word_ie;word;word;516,24;ie;correct
DT70;knie;target_word_ie;word;word;516,3050001;ie;correct
KF97;spiegel;target_word_ie;word;word;516,41;ie;correct
DT70;dienst;target_word_ie;word;word;517,6249999;ie;correct
BU54;verlies;target_word_ie;word;word;518;i;correct
DE18;actief;target_word_ie;word;word;518,61;ie;correct
LI09;actief;target_word_ie;word;word;519,355;ie;correct
LM62;techniek;target_word_ie;word;word;520,285;i;correct
FU25;diefstal;target_word_ie;word;word;520,97;i;correct
MU27;liever;target_word_ie;word;non-word;521,625;ie;incorrect
MU27;knie;target_word_ie;word;non-word;521,88;ie;incorrect
NU88;fiets;target_word_ie;word;non-word;523,02;ie;incorrect
QX03;fiets;target_word_ie;word;word;524,14;i;correct
MF88;uniek;target_word_ie;word;word;525,095;i;correct
BT89;ziek;target_word_ie;word;non-word;525,215;ie;incorrect
MN63;spiegel;target_word_ie;word;word;526;ie;correct
TY61;techniek;target_word_ie;word;non-word;526,825;i;incorrect
NN33;techniek;target_word_ie;word;word;527,12;ie;correct
UU48;knie;target_word_ie;word;non-word;527,415;ie;incorrect
LI09;diefstal;target_word_ie;word;word;527,565;ie;correct
DX27;spiegel;target_word_ie;word;word;527,99;i;correct
IJ89;verlies;target_word_ie;word;word;528,605;i;correct
FU25;actief;target_word_ie;word;word;528,62;i;correct
SV59;schieten;target_word_ie;word;word;528,725;ie;correct
CP39;liefde;target_word_ie;word;word;529,3399999;i;correct
SN78;visum;target_word_ie;word;non-word;530;i;incorrect
GF66;diefstal;target_word_ie;word;word;531,865;ie;correct
NN33;vliegen;target_word_ie;word;non-word;532,61;ie;incorrect
JD97;diefstal;target_word_ie;word;word;533,15;i;correct
GR22;techniek;target_word_ie;word;word;533,175;i;correct
DE18;ziek;target_word_ie;word;word;534,265;ie;correct
FD05;verlies;target_word_ie;word;non-word;534,69;ie;incorrect
FI17;liefde;target_word_ie;word;word;537,505;i;correct
MX80;vliegen;target_word_ie;word;word;538,1;i;correct
FU25;fiets;target_word_ie;word;word;538,95;i;correct
MU75;priester;target_word_ie;word;word;539,62;ie;correct
IJ89;priester;target_word_ie;word;word;540,33;i;correct
FO47;titel;target_word_ie;word;word;540,99;i;correct
NF64;verlies;target_word_ie;word;word;541,105;i;correct
MU11;priester;target_word_ie;word;word;543,43;i;correct
NU88;diefstal;target_word_ie;word;non-word;543,695;ie;incorrect
NN33;verlies;target_word_ie;word;non-word;545,175;ie;incorrect
GX23;diefstal;target_word_ie;word;word;546,425;ie;correct
CF70;knie;target_word_ie;word;word;546,51;ie;correct
DE53;zielig;target_word_ie;word;word;547,395;i;correct
EE40;diefstal;target_word_ie;word;word;549,095;ie;correct
ND78;liever;target_word_ie;word;non-word;551;i;incorrect
MX80;liever;target_word_ie;word;word;553,015;i;correct
TX31;brief;target_word_ie;word;word;553,36;i;correct
JU99;actief;target_word_ie;word;word;555,4899997;i;correct
TX60;knie;target_word_ie;word;word;555,7349999;i;correct
DT70;priester;target_word_ie;word;word;555,7549999;ie;correct
MU75;uniek;target_word_ie;word;non-word;555,8;ie;incorrect
BP76;schieten;target_word_ie;word;word;555,92;i;correct
DF25;vliegen;target_word_ie;word;word;556,25;i;correct
FO97;ziek;target_word_ie;word;non-word;557,095;ie;incorrect
QX97;knie;target_word_ie;word;word;557,735;ie;correct
FD05;techniek;target_word_ie;word;word;559,725;ie;correct
MF96;uniek;target_word_ie;word;word;560,46;i;correct
GX23;zielig;target_word_ie;word;non-word;562,64;ie;incorrect
CP39;vliegen;target_word_ie;word;word;562,8500003;i;correct
TY61;advies;target_word_ie;word;word;563,645;i;correct
MO41;fiets;target_word_ie;word;word;564,905;i;correct
MF88;diefstal;target_word_ie;word;word;565,675;i;correct
FX81;techniek;target_word_ie;word;word;567,89;ie;correct
BD00;zielig;target_word_ie;word;non-word;569,6;ie;incorrect
FF38;vliegen;target_word_ie;word;non-word;570,35;ie;incorrect
DF25;dienst;target_word_ie;word;non-word;570,505;i;incorrect
CP39;diefstal;target_word_ie;word;word;570,7350001;i;correct
NU88;visum;target_word_ie;word;non-word;570,98;ie;incorrect
FD05;advies;target_word_ie;word;word;571,74;ie;correct
QX97;dienst;target_word_ie;word;word;572,09;ie;correct
BD54;liever;target_word_ie;word;non-word;572,195;ie;incorrect
QX97;schieten;target_word_ie;word;word;573,925;ie;correct
DT70;techniek;target_word_ie;word;non-word;574,37;ie;incorrect
LE65;ziek;target_word_ie;word;non-word;574,8599999;ie;incorrect
FI42;schieten;target_word_ie;word;non-word;576,875;ie;incorrect
BF11;techniek;target_word_ie;word;word;577,435;ie;correct
MD88;advies;target_word_ie;word;non-word;578,775;ie;incorrect
MR77;liever;target_word_ie;word;word;579,505;ie;correct
CU89;titel;target_word_ie;word;word;579,57;ie;correct
DT70;verlies;target_word_ie;word;word;579,7250001;ie;correct
FI17;schieten;target_word_ie;word;word;581,17;i;correct
NF91;visum;target_word_ie;word;non-word;581,3450001;ie;incorrect
NX04 ;dienst;target_word_ie;word;word;582,6;i;correct
GX23;spiegel;target_word_ie;word;word;583,62;ie;correct
LM62;advies;target_word_ie;word;word;584,975;i;correct
NF91;titel;target_word_ie;word;word;586,3399999;ie;correct
GX23;advies;target_word_ie;word;word;587,81;ie;correct
DT70;vliegen;target_word_ie;word;word;590,3999999;ie;correct
GX23;fiets;target_word_ie;word;word;593,355;ie;correct
TX60;verlies;target_word_ie;word;word;593,8800001;i;correct
DE53;uniek;target_word_ie;word;word;595,125;i;correct
FI42;advies;target_word_ie;word;non-word;595,345;ie;incorrect
GF66;fiets;target_word_ie;word;word;597,655;ie;correct
MF86;techniek;target_word_ie;word;word;598,7250002;i;correct
CX10;dienst;target_word_ie;word;non-word;598,855;ie;incorrect
CF70;techniek;target_word_ie;word;non-word;599,2000001;ie;incorrect
FI42;titel;target_word_ie;word;word;600,46;ie;correct
UU48;zielig;target_word_ie;word;word;600,545;ie;correct
SF29;vliegen;target_word_ie;word;word;600,65;i;correct
ND78;knie;target_word_ie;word;word;601;i;correct
QX03;vliegen;target_word_ie;word;word;601,03;i;correct
FO97;liever;target_word_ie;word;word;601,875;ie;correct
FI03;liever;target_word_ie;word;non-word;601,955;i;incorrect
FF38;brief;target_word_ie;word;non-word;602,03;ie;incorrect
GR22;visum;target_word_ie;word;word;602,495;i;correct
DV10;vliegen;target_word_ie;word;word;603,88;i;correct
BP76;dienst;target_word_ie;word;word;604,405;i;correct
DF25;verlies;target_word_ie;word;non-word;605,645;i;incorrect
BD00;priester;target_word_ie;word;word;608,915;ie;correct
NF91;fiets;target_word_ie;word;word;612,61;ie;correct
BF11;ziek;target_word_ie;word;word;613,1999999;ie;correct
TR42;verlies;target_word_ie;word;word;614,115;i;correct
BF11;uniek;target_word_ie;word;word;614,3799999;ie;correct
BD00;schieten;target_word_ie;word;non-word;614,42;ie;incorrect
LI09;visum;target_word_ie;word;word;614,605;ie;correct
BD54;knie;target_word_ie;word;word;614,91;ie;correct
TX31;visum;target_word_ie;word;word;616,005;i;correct
BP76;visum;target_word_ie;word;word;616,455;i;correct
GJ73;titel;target_word_ie;word;word;617,805;i;correct
JU99;verlies;target_word_ie;word;word;619,1799999;i;correct
TY61;priester;target_word_ie;word;word;619,455;i;correct
DE18;visum;target_word_ie;word;word;619,59;ie;correct
KE71;liever;target_word_ie;word;non-word;620,98;ie;incorrect
PU79;priester;target_word_ie;word;word;622,625;i;correct
NX81;liever;target_word_ie;word;non-word;622,76;i;incorrect
IU15;liever;target_word_ie;word;word;622,96;ie;correct
BU54;fiets;target_word_ie;word;word;624;i;correct
SF29;advies;target_word_ie;word;word;625,22;i;correct
DE18;spiegel;target_word_ie;word;word;625,345;ie;correct
DE18;liefde;target_word_ie;word;word;631,81;ie;correct
MU75;ziek;target_word_ie;word;non-word;631,955;ie;incorrect
MU75;dienst;target_word_ie;word;non-word;632,6;ie;incorrect
MU27;priester;target_word_ie;word;word;632,915;ie;correct
OV64;techniek;target_word_ie;word;word;633,01;ie;correct
NN33;schieten;target_word_ie;word;word;633,185;ie;correct
GX23;techniek;target_word_ie;word;non-word;636,54;ie;incorrect
MF86;knie;target_word_ie;word;word;637,775;i;correct
GX23;dienst;target_word_ie;word;non-word;637,825;ie;incorrect
IU15;ziek;target_word_ie;word;non-word;639,685;ie;incorrect
BF11;advies;target_word_ie;word;non-word;640,38;ie;incorrect
NU88;techniek;target_word_ie;word;non-word;641,675;ie;incorrect
NX04 ;verlies;target_word_ie;word;word;642,54;i;correct
LI09;dienst;target_word_ie;word;non-word;642,635;ie;incorrect
KE71;knie;target_word_ie;word;word;642,785;ie;correct
IJ89;liefde;target_word_ie;word;word;643,1250001;i;correct
MH99;liefde;target_word_ie;word;word;643,8699999;i;correct
FD05;vliegen;target_word_ie;word;word;643,95;ie;correct
DT70;titel;target_word_ie;word;word;644,17;ie;correct
LE65;spiegel;target_word_ie;word;word;645,85;ie;correct
OV64;dienst;target_word_ie;word;non-word;646,9050001;ie;incorrect
QX97;visum;target_word_ie;word;word;647,54;ie;correct
KE71;vliegen;target_word_ie;word;non-word;647,615;ie;incorrect
IJ89;fiets;target_word_ie;word;word;647,83;i;correct
BD54;verlies;target_word_ie;word;non-word;650,06;ie;incorrect
BT89;titel;target_word_ie;word;non-word;651,4;ie;incorrect
SF29;zielig;target_word_ie;word;word;653,305;i;correct
UU48;verlies;target_word_ie;word;word;653,7;ie;correct
BT89;zielig;target_word_ie;word;non-word;655,955;ie;incorrect
FO47;advies;target_word_ie;word;word;656,27;i;correct
SF29;schieten;target_word_ie;word;word;658,02;i;correct
BF11;zielig;target_word_ie;word;non-word;659,225;ie;incorrect
CU89;knie;target_word_ie;word;non-word;659,28;ie;incorrect
IJ89;knie;target_word_ie;word;word;660,3700001;i;correct
BD00;uniek;target_word_ie;word;word;660,805;ie;correct
FG25;liever;target_word_ie;word;word;661,705;i;correct
FD05;schieten;target_word_ie;word;non-word;662,995;ie;incorrect
MF88;schieten;target_word_ie;word;word;664,5;i;correct
IU15;visum;target_word_ie;word;word;667,71;ie;correct
DF25;zielig;target_word_ie;word;word;668,2;i;correct
BF11;priester;target_word_ie;word;word;669,0949999;ie;correct
EE40;ziek;target_word_ie;word;word;673,82;ie;correct
MX80;advies;target_word_ie;word;word;673,865;i;correct
MU27;schieten;target_word_ie;word;non-word;673,89;ie;incorrect
CU89;spiegel;target_word_ie;word;word;674,895;ie;correct
TR42;liever;target_word_ie;word;word;676,33;i;correct
LI09;spiegel;target_word_ie;word;word;677,54;ie;correct
UN16;diefstal;target_word_ie;word;word;678,3849997;i;correct
BP76;ziek;target_word_ie;word;word;680,02;i;correct
FO97;schieten;target_word_ie;word;word;680,19;ie;correct
NX04 ;knie;target_word_ie;word;word;684,14;i;correct
LE65;liefde;target_word_ie;word;non-word;685,1349999;ie;incorrect
KF97;dienst;target_word_ie;word;non-word;688,03;ie;incorrect
MU75;liefde;target_word_ie;word;word;690,055;ie;correct
DE18;knie;target_word_ie;word;non-word;691,735;ie;incorrect
XX28;ziek;target_word_ie;word;word;692,735;i;correct
TY61;spiegel;target_word_ie;word;word;694,915;i;correct
XX28;visum;target_word_ie;word;word;695,815;i;correct
EE40;liefde;target_word_ie;word;non-word;695,87;ie;incorrect
MU11;techniek;target_word_ie;word;word;696,38;i;correct
MR77;knie;target_word_ie;word;word;697,355;ie;correct
MX89;visum;target_word_ie;word;word;698,46;i;correct
LE65;schieten;target_word_ie;word;non-word;699,26;ie;incorrect
BF11;knie;target_word_ie;word;word;700,115;ie;correct
TY61;fiets;target_word_ie;word;word;700,93;i;correct
BU54;schieten;target_word_ie;word;word;701;i;correct
KE71;actief;target_word_ie;word;word;701,765;ie;correct
MU75;schieten;target_word_ie;word;non-word;703,025;ie;incorrect
QX03;titel;target_word_ie;word;word;703,32;i;correct
NR34;vliegen;target_word_ie;word;word;705,985;i;correct
SF29;fiets;target_word_ie;word;word;707,38;i;correct
FI42;visum;target_word_ie;word;non-word;707,575;ie;incorrect
BD00;liever;target_word_ie;word;word;709,6300001;ie;correct
LI09;advies;target_word_ie;word;word;712,185;ie;correct
MO41;dienst;target_word_ie;word;word;712,785;i;correct
HO46;fiets;target_word_ie;word;word;715,03;ie;correct
KF97;verlies;target_word_ie;word;non-word;716,12;ie;incorrect
BU54;techniek;target_word_ie;word;word;717;i;correct
IJ89;spiegel;target_word_ie;word;word;717,625;i;correct
TX60;spiegel;target_word_ie;word;word;718,2700001;i;correct
XX28;techniek;target_word_ie;word;word;718,885;i;correct
UN16;titel;target_word_ie;word;word;719,5600001;i;correct
FF20;vliegen;target_word_ie;word;non-word;721,125;ie;incorrect
MU27;zielig;target_word_ie;word;non-word;721,3;ie;incorrect
NN33;dienst;target_word_ie;word;non-word;721,885;ie;incorrect
LO27;liefde;target_word_ie;word;word;727,3249999;i;correct
